"","occurrence_no","early_interval","late_interval","max_ma","max_ma_error","max_ma_method","min_ma","min_ma_error","min_ma_method","direct_ma_value","direct_ma_error","direct_ma_method","formation","member","spatial_resolution","collection_dates","research_group","ref_author","ref_pubyr"
"63873",547020,"Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Kanguk","","","","micropaleontology","Tapia and Harwood 2002",2002
"63879",555533,"Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Smoking Hills","","","","micropaleontology","Tapia and Harwood 2002",2002
"63880",555558,"Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Mason River","","","","micropaleontology","Tapia and Harwood 2002",2002
"63925",557319,"Berriasian","Early Valanginian",143.1,NA,"",132.6,NA,"",NA,NA,"","Guasasa","El Americano","","","marine invertebrate,micropaleontology","Myczynski 1989",1989
"63926",557690,"Chattian","",27.3,NA,"",23.04,NA,"",NA,NA,"","Vedder","","","","vertebrate","Kellogg 1932",1932
"63983",558189,"Early Albian","Late Albian",113.2,NA,"",100.5,NA,"",NA,NA,"","Bargy Conglomerate","","","","marine invertebrate","Delamette et al. 1997",1997
"64020",558245,"Rupelian","",33.9,NA,"",27.3,NA,"",NA,NA,"","Marianna","","","","vertebrate","Cooke 1915",1915
"64026",558261,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Ocala","","","","vertebrate","Cooke 1915",1915
"64065",558407,"Paleocene","",66,NA,"",56,NA,"",NA,NA,"","Ferris","","","","paleobotany","Manchester 2002",2002
"64070",559022,"Early Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Wadhurst Clay","","","","vertebrate","Benton and Spencer 1995",1995
"64073",559083,"Late Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","New Egypt","","","1866–1872","vertebrate","Cope 1870",1870
"64302",560553,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Perte-du-Rhône","Mussel","","","marine invertebrate","Breistroffer 1942",1942
"64424",561437,"Early Cenomanian","Middle Cenomanian",100.5,NA,"",93.9,NA,"",NA,NA,"","Calcaires des Fiz","","","","marine invertebrate","Delamette et al. 1997",1997
"64493",562161,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Denison","","parautochthonous","","marine invertebrate","Clark 1893",1893
"64538",562648,"Priabonian","",37.71,NA,"",33.9,NA,"",NA,NA,"","Cone Hill","","","","marine invertebrate,vertebrate","Olsson 1931",1931
"64541",562699,"Santonian","Campanian",85.7,NA,"",72.2,NA,"",NA,NA,"","Sands with Amphidonte asiatica","","","1990","vertebrate","Nessov 1995",1995
"64648",564178,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Conglomérats de Bargy","","","","marine invertebrate","Delamette et al. 1997",1997
"64714",564452,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Craie de Sens","","parautochthonous","","marine invertebrate","Valette 1914",1914
"64777",564590,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Grès verts Dauphinois","","","","marine invertebrate","Delamette et al. 1997",1997
"64795",565834,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Lindemans Bugt","","","","marine invertebrate","Surlyk and Zakharov 1982",1982
"64796",565843,"Early Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Palnatokes Bjerg","Albrechts Bugt","","","marine invertebrate","Surlyk and Zakharov 1982",1982
"64799",565848,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Hesteelv","Muslingeelv","","","marine invertebrate","Surlyk and Zakharov 1982",1982
"64802",565851,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Raukelv","Fynselv","","","marine invertebrate","Surlyk and Zakharov 1982",1982
"64850",568068,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Sables de Montormel","","","","marine invertebrate","Breton 1992",1992
"64851",568097,"Aptian","",121.4,NA,"",113.2,NA,"",NA,NA,"","Yunshan","","","","marine invertebrate","Sha et al. 2003",2003
"64858",568105,"Aptian","",121.4,NA,"",113.2,NA,"",NA,NA,"","Zhushan","","","","marine invertebrate","Sha et al. 2003",2003
"64859",568111,"Aptian","",121.4,NA,"",113.2,NA,"",NA,NA,"","Chengzihe","","","","marine invertebrate","Sha et al. 2003",2003
"64866",568203,"Early Berriasian","",143.1,NA,"",141,NA,"",NA,NA,"","Dong'anzhen","","","","marine invertebrate","Sha and Fursich 1993",1993
"64871",569276,"Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Calcaire Nankin","Calcarénites du Jadet","","","marine invertebrate","Breton et al. 1995",1995
"64873",569309,"Early Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Campanien 1-2","","","","marine invertebrate","Destombes 1997",1997
"64891",570057,"Late Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Second niveau de Calcaires à Rudistes","","","","marine invertebrate","Néraudeau and Moreau 1996",1996
"64895",570225,"Early Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Marnes verts a Exogyres","","","","marine invertebrate,vertebrate","Néraudeau and Breton 1993",1993
"64899",571702,"Hauterivian","",132.6,NA,"",125.77,NA,"",NA,NA,"","Los Villares","","","","marine invertebrate","Ferré and Granier 2000",2000
"64939",572223,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Ceru Mainsjie","","","","marine invertebrate","Jung 1974",1974
"64969",572257,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Ceru di Cueba","","","","marine invertebrate","Jung 1974",1974
"64986",573100,"Early Berriasian","",143.1,NA,"",141,NA,"",NA,NA,"","Steinmühl","","","","marine invertebrate,micropaleontology","Lukeneder and Rehakova 2004",2004
"65016",574030,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Upper Greensand","","parautochthonous","1872","vertebrate","Seeley 1879",1879
"65017",575484,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Iancila","Enisala","","","marine invertebrate","Gradinaru et al. 2006",2006
"65061",576407,"Middle Eocene","",48.07,NA,"",37.71,NA,"",NA,NA,"","Piney Point","","","","marine invertebrate","Ward 1985",1985
"65133",577706,"Early Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","San Lucas","Terrero Prieto","","","marine invertebrate","Barragan et al. 2004",2004
"65182",577797,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Point Loma","","parautochthonous","1985","vertebrate","Coombs and Deméré 1996",1996
"65184",577940,"Early Oligocene","",33.9,NA,"",27.3,NA,"",NA,NA,"","Flint River","","","","marine invertebrate","Dall 1916",1916
"65388",579104,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Somerset","","","","marine invertebrate","Cox 1941",1941
"65391",579107,"Early Oligocene","",33.9,NA,"",27.3,NA,"",NA,NA,"","Moneague","","","","marine invertebrate","Cox 1941",1941
"65396",579112,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Gibraltar Limestone","","","","marine invertebrate","Cox 1941",1941
"65399",579115,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Troy Limestone","","","","marine invertebrate","Cox 1941",1941
"65467",579465,"Chattian","Aquitanian",27.3,NA,"",20.45,NA,"",NA,NA,"","Arcadia","Tampa Limestone","","","GCP,marine invertebrate","Mansfield 1937",1937
"66199",581176,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Cervicos Limestone","","","","marine invertebrate","Vaughan et al. 1921",1921
"66223",581211,"Early Oligocene","Late Oligocene",33.9,NA,"",23.04,NA,"",NA,NA,"","Posojra","","","","marine invertebrate","Shepard 1937",1937
"66257",581331,"Early Oligocene","",33.9,NA,"",27.3,NA,"",NA,NA,"","Palma Real","","","","marine invertebrate","Cooke 1928",1928
"66292",582155,"Late Eocene","",37.71,NA,"",33.9,NA,"",NA,NA,"","Chickahominy","","","","marine invertebrate","Edwards et al. 2005",2005
"66303",582186,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Old Church","","","","marine invertebrate","Edwards et al. 2005",2005
"66318",583781,"Aptian","Albian",121.4,NA,"",100.5,NA,"",NA,NA,"","Langshan","","","","marine invertebrate,micropaleontology","Smith and Xu 1988",1988
"66324",583895,"Valanginian","Hauterivian",137.05,NA,"",125.77,NA,"",NA,NA,"","Xiaqiongco","","","","marine invertebrate,micropaleontology","Smith and Xu 1988",1988
"66563",585083,"Early Hauterivian","",132.6,NA,"",125.77,NA,"",NA,NA,"","Borzavar Limestone","","","","marine invertebrate","Fozy and Janssen 2006",2006
"66695",587384,"Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Lower Napo","""U"" Limestone and Sandstone","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66697",587386,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Middle Napo","Lower ""M-2"" Limestone","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66705",587486,"Early Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Upper Napo","","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66706",587517,"Middle Albian","",110.1,NA,"",106.3,NA,"",NA,NA,"","Basal Napo","","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66726",587562,"Albian","",113.2,NA,"",100.5,NA,"",NA,NA,"","Pariatambo","","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66742",588314,"Hauterivian","",132.6,NA,"",125.77,NA,"",NA,NA,"","Kongakut","","","","marine invertebrate","Detterman et al. 1975",1975
"66744",588388,"Early Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Arida","","","","marine invertebrate","Karasawa 2000",2000
"66772",588419,"Late Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Cajamarca-Celendin","","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66800",588449,"Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Celendin","","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66827",588479,"Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","La Mesa","Lower","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66844",588502,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","La Tortuga","Middle","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66845",588503,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","El Cenizo","","","","marine invertebrate","Dhondt and Jaillard 2005",2005
"66858",589414,"Late Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Wessex","","parautochthonous","1978","vertebrate","Evans et al. 2004",2004
"66859",589493,"Santonian","",85.7,NA,"",83.6,NA,"",NA,NA,"","Upper Haborogawa","","","","marine invertebrate","Moriya and Hirano 2001",2001
"66900",589540,"Santonian","",85.7,NA,"",83.6,NA,"",NA,NA,"","Middle Haborogawa","","","","marine invertebrate","Moriya and Hirano 2001",2001
"66997",590520,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Hornbrook","Osburger Gulch Sandstone","","June, 1984","marine invertebrate","Saul and Squires 1998",1998
"67046",591137,"Early Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","Hikagenosawa","M7","","","marine invertebrate","Kawabe 2000",2000
"67123",595324,"Chattian","",27.3,NA,"",23.04,NA,"",NA,NA,"","Sooke","","","","marine invertebrate","Cornwall 1922",1922
"67619",601750,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Cenizo","Black Sandstones and Breccias","","","marine invertebrate","Philip and Jaillard 2004",2004
"67622",601954,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Ahlen","Vorhelm","","","marine invertebrate","Giers 1964",1964
"67638",602004,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Rio Mayer","","","","marine invertebrate","Medina and Riccardi 2005",2005
"67680",602144,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Kaguyak","","","1953","marine invertebrate","Jones 1963",1963
"67814",602850,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Piedra Clavada","","","","marine invertebrate","Medina and Riccardi 2005",2005
"67849",602886,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Pabellon","","","","marine invertebrate","Cooper et al. 1989",1989
"67887",603227,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","El Cajon","","","","marine invertebrate","Garcia-Barrera 2006",2006
"67900",603243,"Albian","",113.2,NA,"",100.5,NA,"",NA,NA,"","Mal Paso","upper","","","marine invertebrate","Garcia-Barrera 2006",2006
"67919",603266,"Aptian","",121.4,NA,"",113.2,NA,"",NA,NA,"","Cumburindio","lower","","","marine invertebrate","Garcia-Barrera 2006",2006
"67929",603276,"Late Aptian","Early Albian",119.57,NA,"",110.1,NA,"",NA,NA,"","Fossil Bluff","","","","marine invertebrate","Doyle 1987",1987
"67942",603290,"Albian","",113.2,NA,"",100.5,NA,"",NA,NA,"","Neptune Glacier","","","","marine invertebrate","Doyle 1987",1987
"67951",603299,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","El Abra","","","","marine invertebrate","Alencaster and Aguilar-Perez 1995",1995
"68000",603359,"Albian","Cenomanian",113.2,NA,"",93.9,NA,"",NA,NA,"","Sierra Madre","","","","marine invertebrate","Garcia-Barrera 2006",2006
"68008",603367,"Late Campanian","Maastrichtian",83.6,NA,"",66,NA,"",NA,NA,"","Angostura","","","","marine invertebrate","Pons et al. 2016",2016
"68061",603684,"Late Barremian","Early Aptian",125.77,NA,"",119.57,NA,"",NA,NA,"","Kharaib","Middle","","","marine invertebrate","Masse et al. 1998",1998
"68108",603766,"Aptian","Albian",121.4,NA,"",100.5,NA,"",NA,NA,"","Chaqiela","","","","marine invertebrate","Wen 2000",2000
"68113",603776,"Aptian","Albian",121.4,NA,"",100.5,NA,"",NA,NA,"","Kangbadongshan","","","","marine invertebrate","Wen 2000",2000
"68135",603799,"Cenomanian","Coniacian",100.5,NA,"",85.7,NA,"",NA,NA,"","Kangbacunkou","","","","marine invertebrate","Wen 2000",2000
"68182",603846,"Early Berriasian","",143.1,NA,"",141,NA,"",NA,NA,"","Bazhenov","","","","marine invertebrate","Zakharov et al. 1999",1999
"68190",603858,"Late Berriasian","Early Valanginian",139.1,NA,"",132.6,NA,"",NA,NA,"","Megion","Sub-Achimovka","","","marine invertebrate","Zakharov et al. 1999",1999
"68231",603934,"Early Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Vartovskaya","","","","marine invertebrate","Zakharov et al. 1999",1999
"68255",603963,"Early Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Ust'-Balyk","","","","marine invertebrate","Zakharov et al. 1999",1999
"68307",604156,"Late Berriasian","",139.1,NA,"",137.05,NA,"",NA,NA,"","Argiles de Lamoriciere","","","","marine invertebrate","Benest et al. 1996",1996
"68347",604590,"Danian","",66,NA,"",61.66,NA,"",NA,NA,"","Prince Creek","","","","marine invertebrate","Marincovich 1993",1993
"68374",604798,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","Ocozocoautla","","","","marine invertebrate","Alencáster and Omaña 2006",2006
"68379",604910,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","La Luna","","","","marine invertebrate","Rutsch and Salvador 1954",1954
"68391",604934,"Middle Albian","Early Cenomanian",110.1,NA,"",93.9,NA,"",NA,NA,"","Cogollo","","","","marine invertebrate","Rutsch and Salvador 1954",1954
"68421",605647,"Late Oligocene","",27.3,NA,"",23.04,NA,"",NA,NA,"","Heath","","","","marine invertebrate","Olsson 1931",1931
"68451",605710,"Early Turonian","Middle Turonian",93.9,NA,"",89.8,NA,"",NA,NA,"","Bykov","","","","marine invertebrate","Shimizu 1935",1935
"68561",606079,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Bhuj","Ghuneri","","","marine invertebrate","Rudra and Bardhan 2006",2006
"68569",606115,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Allaru","","","","marine invertebrate","Henderson and McKenzie 2002",2002
"68578",606374,"Selandian","Thanetian",61.66,NA,"",56,NA,"",NA,NA,"","Kauru","","","","marine invertebrate","Gage 1957",1957
"68720",606533,"Late Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Ladce","","","","marine invertebrate","Vasicek 2005",2005
"68764",606611,"Late Berriasian","Early Valanginian",139.1,NA,"",132.6,NA,"",NA,NA,"","Olivetska Hora","","","","marine invertebrate","Nekvasilova 1982",1982
"68765",606629,"Late Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Brenton","","","","marine invertebrate","Cooper 1979",1979
"68774",606653,"Bartonian","",41.03,NA,"",37.71,NA,"",NA,NA,"","Tapui Glauconitic Sandstone","","","","marine invertebrate","Gage 1957",1957
"69043",607355,"Runangan","",36.7,NA,"",34.6,NA,"",NA,NA,"","Totara Limestone","Weston","","","marine invertebrate","Gage 1957",1957
"69067",607380,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Guchuochun","","","","marine invertebrate","Li and Grant-Mackie 1988",1988
"69365",607774,"Cenomanian","",100.5,NA,"",93.9,NA,"",NA,NA,"","B3/C1","","","","marine invertebrate,vertebrate","Saucède and Néraudeau 2006",2006
"69376",607971,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Miravetes","","","","marine invertebrate","Aguado et al. 2000",2000
"69495",608267,"Albian","",113.2,NA,"",100.5,NA,"",NA,NA,"","Lowell","Perilla","","","marine invertebrate","Stoyanow 1949",1949
"69551",608365,"Middle Albian","Late Albian",110.1,NA,"",100.5,NA,"",NA,NA,"","Kitanada","","","","marine invertebrate","Teraoka et al. 1980",1980
"69552",608367,"Turonian","",93.9,NA,"",89.8,NA,"",NA,NA,"","Oguwa","","","","marine invertebrate","Teraoka et al. 1980",1980
"69571",608389,"Coniacian","",89.8,NA,"",85.7,NA,"",NA,NA,"","Ishibiki","","","","marine invertebrate","Teraoka et al. 1980",1980
"69572",608391,"Santonian","",85.7,NA,"",83.6,NA,"",NA,NA,"","Yorimatsu","","","","marine invertebrate","Teraoka et al. 1980",1980
"69581",608628,"Early Albian","",113.2,NA,"",110.1,NA,"",NA,NA,"","Rio Hatillo","","","","marine invertebrate","Myczynski and Iturralde-Vinent 2005",2005
"69614",609363,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Pieniny Limestone","","","","marine invertebrate","Psczólkowski and Myczyñski 2004",2004
"69634",609604,"Late Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Sundays River","","","","marine invertebrate","Shone 1986",1986
"69643",609613,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Tollo","","","","marine invertebrate,micropaleontology","Aguado et al. 2000",2000
"69865",610407,"Berriasian","",143.1,NA,"",137.05,NA,"",NA,NA,"","Springhill","","","","marine invertebrate","Riccardi 1977",1977
"69887",610432,"Early Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Calcaire Inferieur","","","","marine invertebrate","Ettachfini et al. 1998",1998
"69894",610439,"Late Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Argiles Brunes","","","","marine invertebrate","Ettachfini et al. 1998",1998
"70077",611163,"Late Valanginian","",137.05,NA,"",132.6,NA,"",NA,NA,"","Biancone","","","","marine invertebrate","Faraoni et al. 1997",1997
"70452",612359,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Denton","","","","marine invertebrate","Laughbaum 1960",1960
"70574",612809,"Aptian","",121.4,NA,"",113.2,NA,"",NA,NA,"","Garschella","","","","marine invertebrate","Kollmann 2002",2002
"70610",613264,"Late Barremian","",125.77,NA,"",121.4,NA,"",NA,NA,"","Makatini","","","","marine invertebrate","Kennedy and Klinger 1975",1975
"70659",613376,"Hauterivian","",132.6,NA,"",125.77,NA,"",NA,NA,"","Marnes à Toxaster","","","","marine invertebrate","Rey 1972",1972
"70681",613443,"Hauterivian","",132.6,NA,"",125.77,NA,"",NA,NA,"","Calcaires récifaux","","","","marine invertebrate","Rey 1972",1972
"70682",613528,"Early Berriasian","",143.1,NA,"",141,NA,"",NA,NA,"","Giumal Sandstone","","","","marine invertebrate","Pathak 1997",1997
"70725",613882,"Late Campanian","",83.6,NA,"",72.2,NA,"",NA,NA,"","Shinarish","","","","marine invertebrate","Kennedy and Lunn 2000",2000
"70769",614120,"Middle Albian","",110.1,NA,"",106.3,NA,"",NA,NA,"","Mzinene","","","","marine invertebrate","Kennedy and Klinger 1975",1975
"70913",614431,"Late Aptian","",119.57,NA,"",113.2,NA,"",NA,NA,"","Maputo","","","","marine invertebrate","Doyle 1987",1987
"70930",614682,"Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","St Lucia","","","","marine invertebrate","Kennedy and Klinger 1977",1977
"70937",614694,"Berriasian","Valanginian",143.1,NA,"",132.6,NA,"",NA,NA,"","Chester Cone","","","","marine invertebrate","Crame 1996",1996
"70966",615131,"Late Albian","",106.3,NA,"",100.5,NA,"",NA,NA,"","Lignites de Traiguera","","","","marine invertebrate","Canérot and Collignon 1983",1983
"71052",616565,"Late Campanian","Early Maastrichtian",83.6,NA,"",66,NA,"",NA,NA,"","Slippery Rock","","","","marine invertebrate","Sohl and Kollmann 1985",1985
"72098",617887,"Late Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","""Titanosarcolites limestone""","","","","marine invertebrate","Sohl and Kollmann 1985",1985
"72107",617896,"Early Maastrichtian","",72.2,NA,"",66,NA,"",NA,NA,"","shales below ""Titanosarcolites limestone""","","","","marine invertebrate","Sohl and Kollmann 1985",1985
